total_shots,num_flagged,num_discarded,num_incorrect
1000000,269815,0,2
1000000,268978,0,0
1000000,269020,0,0
1000000,268844,0,0
1000000,269172,0,0
1000000,268386,0,0
1000000,269506,0,0
1000000,269415,0,0
1000000,268908,0,0
1000000,269517,0,1
1000000,269499,0,0
1000000,268971,0,0
1000000,268141,0,0
1000000,268736,0,0
1000000,269961,0,0
1000000,268365,0,1
1000000,269453,0,0
1000000,269652,0,0
1000000,269723,0,0
1000000,268642,0,0
1000000,269089,0,0
1000000,269287,0,0
1000000,267909,0,0
1000000,268588,0,0
1000000,269466,0,0
1000000,269240,0,0
1000000,268682,0,0
1000000,268816,0,0
1000000,268832,0,0
1000000,268746,0,0
1000000,270164,0,0
1000000,268945,0,0
1000000,269495,0,0
1000000,268787,0,0
1000000,268824,0,0
1000000,268879,0,0
1000000,268590,0,1
1000000,269056,0,1
1000000,268645,0,0
1000000,269298,0,0
1000000,269330,0,0
1000000,268997,0,0
1000000,268861,0,0
1000000,268819,0,0
1000000,268469,0,0
1000000,268937,0,0
1000000,269041,0,1
1000000,268772,0,0
1000000,268283,0,0
1000000,269160,0,0
1000000,268653,0,0
1000000,268948,0,0
1000000,269081,0,0
1000000,268870,0,0
1000000,268494,0,0
1000000,269567,0,0
1000000,269167,0,0
1000000,268427,0,0
1000000,267844,0,1
1000000,268914,0,0
1000000,269165,0,0
1000000,269468,0,0
1000000,268777,0,0
1000000,269314,0,1
1000000,269117,0,0
1000000,269482,0,0
1000000,269382,0,0
1000000,269620,0,0
1000000,268154,0,0
1000000,269445,0,1
1000000,269174,0,0
1000000,268764,0,0
1000000,268916,0,0
1000000,269096,0,0
1000000,269250,0,0
1000000,269342,0,0
1000000,267883,0,0
1000000,269711,0,0
1000000,268616,0,0
1000000,268966,0,1
1000000,269563,0,0
1000000,269136,0,0
1000000,268247,0,0
1000000,269094,0,0
1000000,268631,0,1
1000000,269079,0,0
1000000,268636,0,0
1000000,268502,0,0
1000000,269079,0,0
1000000,269686,0,0
1000000,269087,0,0
1000000,268373,0,0
1000000,269368,0,0
1000000,269247,0,0
1000000,268283,0,0
1000000,269173,0,0
1000000,268900,0,0
1000000,269481,0,0
1000000,268774,0,0
1000000,268914,0,0
1000000,268731,0,0
1000000,269284,0,1
1000000,268757,0,0
1000000,268847,0,0
1000000,268919,0,0
1000000,268802,0,0
1000000,268553,0,0
1000000,269272,0,0
1000000,268492,0,0
1000000,269368,0,0
1000000,268867,0,0
1000000,269060,0,0
1000000,268153,0,0
1000000,268992,0,0
1000000,268999,0,0
1000000,268714,0,0
1000000,269159,0,0
1000000,268461,0,0
1000000,269238,0,0
1000000,269457,0,0
1000000,268821,0,0
1000000,269126,0,0
1000000,268951,0,0
1000000,269767,0,0
1000000,268828,0,0
1000000,269377,0,0
1000000,268605,0,0
1000000,269108,0,0
1000000,268034,0,0
1000000,268952,0,0
1000000,269849,0,1
1000000,269449,0,0
