total_shots,num_flagged,num_discarded,num_incorrect
1000000,93998,0,0
1000000,93737,0,0
1000000,93974,0,0
1000000,94208,0,0
1000000,93850,0,0
1000000,94156,0,1
1000000,94066,0,1
1000000,94071,0,0
1000000,94224,0,0
1000000,93611,0,2
1000000,93404,0,1
1000000,94189,0,1
1000000,93676,0,0
1000000,94338,0,0
1000000,94041,0,0
1000000,93431,0,0
1000000,93601,0,0
1000000,93623,0,0
1000000,94344,0,0
1000000,93832,0,2
1000000,94413,0,0
1000000,94127,0,0
1000000,93965,0,0
1000000,93860,0,2
1000000,93770,0,1
1000000,94275,0,0
1000000,94277,0,0
1000000,93515,0,0
1000000,93574,0,0
1000000,93990,0,0
1000000,94251,0,0
1000000,94307,0,1
1000000,94115,0,0
1000000,93721,0,1
1000000,93910,0,0
1000000,93798,0,0
1000000,93927,0,0
1000000,94409,0,2
1000000,93814,0,1
1000000,93841,0,0
1000000,94344,0,0
1000000,93938,0,1
1000000,94757,0,0
1000000,94189,0,0
1000000,93157,0,0
1000000,94472,0,0
1000000,94107,0,3
1000000,94880,0,0
1000000,94486,0,1
1000000,94214,0,1
1000000,94161,0,1
1000000,94140,0,0
1000000,94441,0,2
1000000,94269,0,1
1000000,94329,0,0
1000000,94129,0,0
1000000,94499,0,2
1000000,94126,0,0
1000000,94105,0,0
1000000,94337,0,0
1000000,93693,0,3
1000000,94668,0,0
1000000,94696,0,0
1000000,94027,0,1
1000000,93946,0,1
1000000,93900,0,2
1000000,94147,0,0
1000000,93861,0,0
1000000,94097,0,2
1000000,94176,0,0
1000000,94074,0,0
1000000,93750,0,0
1000000,94597,0,0
1000000,94545,0,0
1000000,94337,0,0
1000000,94197,0,0
1000000,94109,0,0
1000000,94471,0,1
1000000,94140,0,0
1000000,94373,0,0
1000000,94340,0,1
1000000,94003,0,1
1000000,93759,0,0
1000000,94104,0,0
1000000,94144,0,0
1000000,94353,0,0
1000000,94349,0,0
1000000,93973,0,1
1000000,93542,0,2
1000000,94176,0,0
1000000,93859,0,0
1000000,94401,0,0
1000000,94476,0,0
1000000,94791,0,0
1000000,93851,0,1
1000000,93886,0,0
1000000,94209,0,0
1000000,93688,0,0
1000000,93505,0,1
1000000,94398,0,1
1000000,94344,0,1
1000000,94223,0,1
1000000,94257,0,0
1000000,94636,0,0
1000000,94290,0,0
1000000,93685,0,0
1000000,94246,0,1
1000000,94312,0,0
1000000,94554,0,1
1000000,94210,0,0
1000000,94048,0,1
1000000,93826,0,2
1000000,94040,0,0
1000000,94449,0,0
1000000,93925,0,0
1000000,94603,0,1
1000000,94400,0,1
1000000,94142,0,0
1000000,94137,0,0
1000000,94075,0,0
1000000,94355,0,1
1000000,93881,0,0
1000000,94079,0,0
1000000,93855,0,1
1000000,94607,0,1
1000000,94371,0,0
1000000,94267,0,1
1000000,93654,0,1
1000000,93589,0,0
1000000,93893,0,0
1000000,93823,0,1
1000000,93901,0,0
1000000,94642,0,0
1000000,94004,0,0
1000000,94091,0,2
1000000,93816,0,0
1000000,94129,0,2
1000000,94191,0,1
1000000,94311,0,1
1000000,94012,0,0
1000000,94381,0,0
1000000,93585,0,0
1000000,94034,0,1
1000000,94181,0,0
1000000,94134,0,1
1000000,94103,0,0
1000000,94179,0,0
1000000,94250,0,0
1000000,94202,0,1
1000000,94330,0,0
1000000,94186,0,1
1000000,94438,0,2
1000000,94231,0,1
1000000,93656,0,0
1000000,94567,0,2
1000000,93914,0,0
1000000,93814,0,2
1000000,93628,0,0
1000000,94302,0,2
1000000,94086,0,0
1000000,93496,0,0
1000000,93301,0,0
1000000,94348,0,0
1000000,94393,0,0
1000000,94157,0,2
1000000,94280,0,2
1000000,93577,0,0
1000000,94565,0,0
1000000,94368,0,0
1000000,93989,0,0
1000000,93307,0,1
1000000,94250,0,2
1000000,93889,0,0
1000000,94502,0,0
1000000,94178,0,1
1000000,94152,0,1
1000000,94274,0,2
1000000,94138,0,1
1000000,94439,0,1
1000000,93782,0,0
1000000,94765,0,0
1000000,94161,0,0
1000000,94196,0,1
1000000,93688,0,1
1000000,94394,0,0
1000000,94103,0,0
1000000,94055,0,0
1000000,93764,0,0
1000000,94051,0,1
1000000,94555,0,0
1000000,94328,0,0
1000000,94532,0,1
1000000,93694,0,0
1000000,94594,0,0
1000000,94468,0,0
1000000,94649,0,1
1000000,94195,0,0
1000000,94592,0,0
1000000,94411,0,0
1000000,94123,0,1
1000000,94456,0,0
1000000,94645,0,0
1000000,94048,0,0
1000000,94243,0,0
1000000,93943,0,0
1000000,94220,0,2
1000000,93960,0,0
1000000,93800,0,1
1000000,94490,0,2
1000000,93838,0,0
1000000,94147,0,1
1000000,93966,0,0
1000000,93901,0,0
1000000,93939,0,0
1000000,93945,0,0
1000000,94495,0,0
1000000,93807,0,0
1000000,94040,0,2
1000000,94011,0,1
1000000,93711,0,0
1000000,94152,0,0
1000000,93833,0,1
1000000,94239,0,1
1000000,94028,0,1
1000000,94113,0,1
1000000,93834,0,1
1000000,94184,0,0
1000000,94158,0,1
1000000,94542,0,1
1000000,93762,0,0
1000000,93590,0,0
1000000,94660,0,0
1000000,94042,0,0
1000000,94282,0,1
1000000,93922,0,1
1000000,93845,0,1
1000000,93981,0,0
1000000,94026,0,0
1000000,93986,0,0
1000000,94065,0,0
1000000,94580,0,0
1000000,94253,0,2
1000000,94334,0,0
1000000,94135,0,1
1000000,94156,0,0
1000000,94262,0,1
1000000,94493,0,0
1000000,94118,0,1
1000000,94253,0,1
1000000,94161,0,0
1000000,94429,0,0
1000000,94259,0,1
1000000,94690,0,1
1000000,94683,0,1
1000000,94097,0,1
1000000,94563,0,0
1000000,94410,0,0
1000000,93864,0,2
1000000,94152,0,2
1000000,94737,0,1
1000000,94710,0,1
1000000,94202,0,1
1000000,94082,0,0
1000000,93943,0,0
1000000,94274,0,0
1000000,94209,0,0
1000000,93938,0,0
1000000,94147,0,0
1000000,94478,0,0
1000000,93987,0,3
1000000,94309,0,1
