total_shots,num_flagged,num_discarded,num_incorrect
1000000,321453,0,0
1000000,321289,0,0
1000000,321342,0,0
1000000,322092,0,0
1000000,321986,0,0
1000000,321639,0,0
1000000,321461,0,0
1000000,321508,0,1
1000000,321960,0,0
1000000,321784,0,0
1000000,321534,0,1
1000000,321372,0,0
1000000,320438,0,0
1000000,321086,0,2
1000000,321689,0,0
1000000,321432,0,0
1000000,321233,0,1
1000000,320803,0,0
1000000,321230,0,0
1000000,321230,0,0
1000000,321893,0,0
1000000,321260,0,0
1000000,321896,0,0
1000000,321477,0,0
1000000,321486,0,0
1000000,320634,0,0
1000000,321025,0,0
1000000,320613,0,0
1000000,321261,0,0
1000000,321026,0,0
1000000,321758,0,0
1000000,321429,0,1
1000000,320903,0,0
1000000,322465,0,1
1000000,321709,0,0
1000000,321744,0,0
1000000,320791,0,0
1000000,321917,0,0
1000000,322100,0,0
1000000,321877,0,0
1000000,321832,0,0
1000000,322315,0,0
1000000,322309,0,0
1000000,321811,0,0
1000000,321470,0,0
1000000,322614,0,0
1000000,321138,0,0
1000000,321420,0,0
1000000,322379,0,0
1000000,321541,0,1
1000000,321619,0,0
1000000,321961,0,0
1000000,321494,0,0
1000000,321495,0,0
1000000,321343,0,0
1000000,322156,0,0
1000000,321971,0,0
1000000,321628,0,1
1000000,321431,0,0
1000000,321981,0,0
1000000,321854,0,0
1000000,321552,0,1
1000000,321325,0,0
1000000,322091,0,0
1000000,321219,0,0
1000000,320706,0,0
1000000,321389,0,0
1000000,321542,0,0
1000000,322613,0,0
1000000,320895,0,0
1000000,321352,0,0
1000000,321873,0,1
1000000,321376,0,1
1000000,322248,0,0
1000000,321119,0,0
1000000,321904,0,0
1000000,321926,0,0
1000000,322025,0,0
1000000,321434,0,0
1000000,321456,0,1
1000000,322220,0,0
1000000,321384,0,1
1000000,321952,0,0
1000000,321474,0,0
1000000,321106,0,1
1000000,321536,0,1
1000000,320931,0,0
1000000,321826,0,0
1000000,321856,0,0
1000000,322319,0,0
1000000,321290,0,1
1000000,320622,0,0
1000000,321707,0,0
1000000,320946,0,0
1000000,321736,0,0
1000000,320991,0,0
1000000,320831,0,0
1000000,322538,0,0
1000000,321761,0,0
1000000,321932,0,0
1000000,321448,0,0
1000000,321669,0,2
1000000,323126,0,0
1000000,320637,0,0
1000000,321366,0,0
1000000,321857,0,0
1000000,321717,0,0
1000000,321037,0,0
1000000,322200,0,0
1000000,321221,0,0
1000000,321915,0,0
1000000,321924,0,0
1000000,321749,0,1
1000000,320886,0,0
1000000,321288,0,0
1000000,321260,0,0
1000000,320725,0,0
1000000,321800,0,0
1000000,320739,0,0
1000000,321615,0,0
1000000,321470,0,0
1000000,321449,0,0
1000000,322340,0,0
1000000,321799,0,1
1000000,321619,0,0
1000000,320949,0,1
1000000,321637,0,0
1000000,321569,0,0
1000000,321615,0,0
1000000,321737,0,0
1000000,322356,0,0
1000000,321408,0,0
1000000,321564,0,0
1000000,321450,0,0
1000000,321557,0,0
1000000,321265,0,1
1000000,321568,0,0
1000000,321411,0,0
1000000,321738,0,0
1000000,322493,0,0
1000000,322031,0,0
1000000,321888,0,0
1000000,322108,0,0
1000000,321101,0,0
1000000,322115,0,0
1000000,321651,0,1
1000000,321186,0,0
1000000,321835,0,0
1000000,321286,0,0
1000000,321952,0,0
1000000,322394,0,0
1000000,321390,0,0
1000000,321475,0,0
1000000,321710,0,0
1000000,321161,0,0
1000000,320968,0,1
1000000,321584,0,0
1000000,321761,0,0
1000000,321794,0,0
1000000,321835,0,0
1000000,320883,0,0
1000000,321840,0,0
1000000,321960,0,0
1000000,320941,0,0
1000000,321740,0,0
1000000,322562,0,0
1000000,321394,0,0
1000000,321711,0,0
1000000,320039,0,0
1000000,322209,0,0
1000000,320456,0,0
1000000,321623,0,1
1000000,321426,0,0
1000000,321420,0,0
1000000,320984,0,0
1000000,321656,0,0
1000000,321873,0,0
1000000,321256,0,0
1000000,321295,0,0
1000000,321774,0,0
1000000,321694,0,1
1000000,322095,0,0
1000000,320983,0,0
1000000,321257,0,1
1000000,321744,0,0
1000000,321277,0,0
1000000,321546,0,0
1000000,320682,0,0
1000000,321045,0,0
1000000,320639,0,0
1000000,321188,0,0
1000000,321808,0,0
1000000,322265,0,1
1000000,322329,0,0
1000000,321516,0,0
1000000,321498,0,1
1000000,321481,0,0
1000000,322127,0,0
1000000,321429,0,1
1000000,322775,0,1
1000000,322169,0,0
1000000,321306,0,0
1000000,321190,0,0
1000000,321625,0,0
1000000,321162,0,0
1000000,321400,0,0
1000000,322403,0,1
1000000,321560,0,0
1000000,322014,0,0
1000000,320062,0,0
1000000,322097,0,0
1000000,322633,0,1
1000000,322087,0,0
1000000,322246,0,0
1000000,321627,0,1
1000000,322039,0,1
1000000,321625,0,0
1000000,321305,0,0
1000000,321620,0,0
1000000,322290,0,1
1000000,322299,0,0
1000000,320948,0,0
1000000,321950,0,1
1000000,321524,0,1
1000000,321842,0,1
1000000,321389,0,0
1000000,321423,0,0
1000000,321087,0,0
1000000,320453,0,0
1000000,321234,0,0
1000000,321851,0,0
1000000,321423,0,0
1000000,321697,0,0
1000000,322200,0,0
1000000,321393,0,1
1000000,321186,0,0
1000000,321398,0,0
1000000,321350,0,0
1000000,321913,0,0
1000000,321352,0,0
1000000,321731,0,0
1000000,321002,0,0
1000000,321761,0,0
1000000,321745,0,0
1000000,321839,0,0
1000000,322623,0,1
1000000,322296,0,0
1000000,321928,0,1
1000000,321621,0,0
1000000,322063,0,0
