total_shots,num_flagged,num_discarded,num_incorrect
1000000,93579,0,1
1000000,93708,0,0
1000000,93461,0,1
1000000,93667,0,0
1000000,94012,0,0
1000000,94003,0,1
1000000,94462,0,2
1000000,94102,0,1
1000000,93752,0,0
1000000,93640,0,1
1000000,93506,0,0
1000000,93448,0,0
1000000,93827,0,0
1000000,93855,0,0
1000000,93574,0,0
1000000,93789,0,0
1000000,94080,0,0
1000000,93052,0,2
1000000,93876,0,0
1000000,93424,0,2
1000000,93794,0,0
1000000,93406,0,1
1000000,93327,0,0
1000000,93450,0,0
1000000,93886,0,2
1000000,93849,0,0
1000000,93614,0,1
1000000,93562,0,0
1000000,93595,0,0
1000000,93518,0,0
1000000,94346,0,0
1000000,93465,0,1
1000000,93840,0,0
1000000,93826,0,0
1000000,93804,0,0
1000000,93990,0,1
1000000,93833,0,1
1000000,93632,0,0
1000000,94233,0,0
1000000,93743,0,1
1000000,93762,0,1
1000000,93292,0,0
1000000,93827,0,1
1000000,93710,0,0
1000000,93853,0,0
1000000,94080,0,1
1000000,94289,0,0
1000000,93405,0,1
1000000,93742,0,0
1000000,93879,0,0
1000000,93353,0,2
1000000,93660,0,0
1000000,94078,0,0
1000000,93831,0,2
1000000,93611,0,0
1000000,93665,0,0
1000000,93972,0,0
1000000,94058,0,0
1000000,93965,0,1
1000000,93953,0,0
1000000,93164,0,0
1000000,93644,0,0
1000000,93310,0,0
1000000,93753,0,1
1000000,93593,0,0
1000000,93305,0,0
1000000,94216,0,0
1000000,93673,0,0
1000000,93906,0,1
1000000,93225,0,0
1000000,93641,0,0
1000000,93885,0,2
1000000,93678,0,0
1000000,93709,0,2
1000000,94294,0,1
1000000,94328,0,0
1000000,93882,0,0
1000000,93160,0,0
1000000,93512,0,1
1000000,93483,0,1
1000000,93986,0,0
1000000,93880,0,1
1000000,94021,0,0
1000000,93680,0,1
1000000,93600,0,2
1000000,93557,0,2
1000000,93802,0,1
1000000,93875,0,0
1000000,93014,0,0
1000000,93694,0,0
1000000,93713,0,0
1000000,93702,0,1
1000000,93850,0,0
1000000,93845,0,0
1000000,93622,0,0
1000000,93695,0,0
1000000,93906,0,0
1000000,93623,0,1
1000000,93686,0,0
1000000,93617,0,1
